38,40,37,4162
11,7,8,935
53,49,50,5404
33,31,29,3319
35,35,37,3890
47,46,44,4897
43,39,43,4475
17,17,16,1839
27,27,25,2858
20,22,22,2382
52,50,51,5475
49,52,49,5421
23,25,23,2611
49,50,50,5378
22,21,22,2372
45,47,45,4952
21,23,22,2443
23,22,21,2389
34,35,33,3692
18,18,17,1946
15,15,16,1717
42,39,41,4367
30,29,33,3359
36,36,38,3996
50,47,48,5174
7,9,10,1043
46,47,45,4969
23,27,27,2879
31,28,29,3152
12,10,14,1354
10,13,9,1227
43,45,44,4784
6,3,5,537
45,42,43,4642
30,26,27,2956
18,16,20,1993
10,10,10,1139
16,20,16,1954
38,38,38,4119
16,17,14,1732
44,42,43,4624
7,8,6,819
48,48,47,5138
35,33,36,3757
17,17,16,1839
43,46,47,4963
32,33,35,3660
50,52,50,5484
44,45,43,4756
44,47,47,5024
39,40,37,4179
50,49,51,5397
46,45,43,4791
45,46,48,5043
9,8,10,1034
32,30,30,3302
31,34,31,3506
13,9,13,1283
16,18,17,1911
43,42,42,4562
41,40,41,4394
42,40,41,4411
35,35,39,3980
39,43,40,4446
7,5,5,642
50,51,54,5620
9,7,9,945
28,26,27,2922
37,38,34,3921
24,20,24,2453
41,44,43,4660
45,44,44,4775
4,6,2,499
44,45,45,4846
8,12,11,1238
49,53,53,5646
17,17,16,1839
47,48,47,5121
31,35,35,3730
10,9,10,1095
39,42,42,4492
24,27,26,2851
43,43,43,4651
9,13,13,1389
42,45,45,4812
11,11,11,1246
46,46,47,5015
37,40,38,4190
10,9,9,1050
24,20,24,2453
20,16,20,2027
12,14,12,1440
3,3,4,440
35,38,37,4022
31,31,32,3419
44,42,43,4624
53,49,51,5449
17,14,18,1797
14,14,14,1565
46,50,48,5236
46,48,49,5193
49,51,51,5467
16,19,20,2090
22,19,22,2284
5,6,7,741
12,13,13,1441
18,17,16,1857
14,17,15,1742
40,38,39,4199
46,44,45,4837
22,23,22,2460
36,36,38,3996
12,11,10,1218
13,13,12,1414
51,49,52,5459
39,43,43,4581
36,37,37,3995
21,22,24,2489
44,45,45,4846
51,52,51,5546
37,34,36,3835
19,22,21,2319
32,33,31,3479
41,40,42,4439
33,37,37,3943
25,26,25,2780
19,18,18,2008
35,35,32,3665
21,19,20,2177
6,4,3,491
8,8,5,792
22,22,26,2596
38,37,36,3985
21,18,19,2088
31,29,29,3196
45,48,49,5176
31,29,29,3196
41,41,41,4438
21,21,22,2355
33,33,32,3542
48,50,50,5361
23,21,20,2300
4,7,5,678
43,44,43,4695
7,6,10,911
48,47,48,5139
50,47,50,5264
30,32,30,3356
18,18,20,2081
42,44,42,4633
18,18,18,1991
40,44,43,4643
15,14,15,1627
32,32,31,3435
45,45,47,4954
13,13,12,1414
37,36,38,4013
35,35,36,3845
14,13,17,1656
35,31,32,3488
41,39,43,4440
51,51,53,5592
10,12,13,1363
47,47,47,5077
5,7,6,741
42,45,45,4812
14,12,15,1522
31,28,27,3062
40,39,39,4243
21,19,19,2132
37,36,37,3968
16,15,15,1689
4,6,6,679
50,50,48,5306
11,12,12,1335
43,46,46,4918
42,42,46,4725
38,38,40,4209
38,42,41,4430
19,18,18,2008
39,42,40,4402
31,31,31,3374
12,13,15,1531
31,34,30,3461
20,22,20,2292
39,38,39,4181
35,37,37,3978
49,50,49,5333
25,23,22,2512
2,2,3,333
22,22,22,2416
27,26,29,2994
23,25,25,2701
50,49,49,5307
22,22,18,2236
14,17,14,1697
11,10,9,1112
39,38,40,4226
47,44,46,4899
42,41,43,4545
27,28,25,2902
11,13,14,1469
26,27,26,2886
41,37,41,4262
45,48,46,5041
34,33,32,3559
42,42,40,4454
19,20,20,2186
46,47,48,5104
47,48,49,5211
45,46,44,4863
6,7,9,893
47,47,47,5077
39,39,41,4315
15,16,13,1626
22,25,21,2503
30,30,31,3313
42,44,46,4813
28,30,28,3143
12,11,13,1353
17,17,15,1794
55,55,52,5793
42,41,39,4365
16,16,15,1733
14,14,16,1655
47,46,43,4852
6,5,7,715
40,42,41,4465
10,13,14,1452
53,52,54,5716
18,18,20,2081
19,17,15,1829
29,31,29,3249
14,15,12,1519
13,12,13,1415
5,6,7,741
16,16,15,1733
49,51,51,5467
9,7,11,1035
13,15,14,1592
21,18,19,2088
12,12,11,1308
23,23,22,2478
30,28,28,3089
11,13,11,1334
23,19,20,2212
26,28,28,3020
6,6,10,894
13,14,15,1593
18,15,15,1724
20,22,21,2337
11,7,9,980
36,35,38,3952
47,48,47,5120
19,23,20,2318
43,46,43,4783
18,18,20,2081
35,31,35,3623
5,5,7,698
48,50,50,5360
9,12,12,1301
50,46,48,5129
8,7,8,883
32,31,31,3391
31,30,32,3375
41,43,44,4661
45,44,45,4819
52,54,53,5741
34,37,33,3780
28,28,25,2920
45,43,43,4685
11,11,14,1381
37,36,36,3923
14,12,15,1522
8,5,7,750
52,52,52,5608
34,35,36,3827
54,54,52,5731
47,46,44,4897
40,36,36,3975
44,45,46,4891
27,29,29,3126
52,53,51,5607
7,6,5,687
24,23,22,2495
17,19,20,2108
35,37,33,3798
34,33,32,3559
17,18,17,1929
6,4,4,536
15,17,15,1760
44,43,46,4803
53,50,51,5492
43,43,43,4650
34,35,31,3602
9,5,8,812
3,4,3,439
16,15,14,1644
8,8,8,927
32,34,33,3613
29,32,29,3293
7,4,4,554
47,43,44,4765
35,37,38,4022
35,37,33,3798
51,51,50,5457
37,37,36,3967
8,6,7,794
45,44,48,4954
9,9,9,1033
7,6,4,642
12,12,11,1308
13,14,13,1503
44,44,43,4712
43,40,43,4518
42,43,43,4633
6,6,6,714
28,27,26,2921
31,30,30,3285
48,46,46,5004
20,20,17,2069
27,28,26,2947
8,5,5,660
5,9,9,964
40,42,41,4464
13,9,9,1103
27,25,25,2770
41,41,45,4618
14,14,13,1520
33,31,33,3499
37,36,37,3968
51,48,49,5279
11,7,8,935
47,45,45,4898
2,3,3,378
19,23,19,2273
19,15,18,1876
39,40,39,4269
50,47,49,5218
23,23,21,2433
17,17,18,1929
26,25,27,2843
17,16,17,1840
2,6,6,645
46,46,42,4790
39,36,39,4093
44,47,47,5024
52,55,55,5875
2,5,4,511
52,54,52,5696
21,22,20,2309
7,7,3,641
42,44,45,4767
14,16,16,1743
33,34,36,3766
11,11,9,1156
21,24,24,2577
14,15,16,1699
26,25,29,2933
34,38,36,3959
43,44,42,4650
22,21,19,2237
35,36,36,3888
51,49,50,5368
9,13,13,1390
23,25,25,2701
33,37,34,3808
30,31,33,3447
16,16,17,1823
40,42,41,4464
51,54,53,5724
29,25,26,2850
18,15,15,1724
16,20,16,1954
48,47,48,5138
24,23,27,2720
41,40,38,4259
9,11,12,1256
15,15,14,1627
13,11,12,1326
32,33,31,3479
50,52,53,5618
38,41,37,4206
25,24,24,2647
19,19,17,2007
8,8,8,927
10,8,8,962
17,19,15,1883
4,5,6,636
15,13,15,1584
41,43,40,4481
13,11,11,1281
33,30,33,3455
40,39,40,4287
36,38,36,3994
27,26,27,2904
8,8,6,837
45,44,41,4639
50,52,51,5528
40,42,42,4509
13,15,13,1547
10,8,8,962
47,48,49,5210
27,28,28,3037
44,41,45,4670
28,27,28,3011
29,29,27,3071
16,14,18,1780
51,48,49,5279
13,15,13,1547
51,51,52,5547
17,16,16,1795
43,43,45,4740
39,39,40,4270
50,50,49,5350
4,5,4,546
35,38,39,4112
45,48,49,5175
12,14,16,1621
21,23,23,2488
25,21,22,2424
16,14,15,1645
37,38,37,4056
31,28,27,3062
30,28,28,3089
47,46,45,4942
43,44,43,4695
52,50,49,5385
26,28,25,2885
5,8,4,695
6,6,8,804
7,6,9,867
46,49,47,5147
9,9,7,943
48,52,48,5359
49,48,49,5245
12,12,9,1218
6,6,8,804
22,25,23,2594
26,29,26,2974
45,44,43,4729
6,7,7,803
8,10,7,970
13,12,13,1415
11,11,9,1156
20,19,16,1980
29,28,25,2937
31,33,32,3507
12,16,13,1574
18,17,16,1857
25,25,28,2871
12,15,13,1530
27,28,26,2947
34,34,35,3738
16,14,15,1645
39,42,42,4492
43,44,42,4650
36,35,36,3862
32,31,33,3481
47,48,45,5030
26,24,22,2574
24,26,26,2807
22,24,25,2639
33,33,34,3632
20,21,24,2428
26,26,25,2797
41,37,39,4172
40,41,40,4375
51,54,53,5724
28,29,31,3234
43,45,44,4784
36,37,38,4040
25,25,25,2736
30,32,31,3401
36,36,33,3771
50,51,51,5484
41,43,42,4571
10,12,13,1363
36,35,36,3862
45,45,42,4728
50,52,53,5618
14,11,12,1343
8,7,8,883
34,36,33,3736
37,35,35,3834
15,17,15,1760
10,8,11,1097
28,31,27,3142
10,13,11,1317
28,28,27,3010
36,38,34,3904
7,8,5,775
34,33,34,3649
32,34,35,3703
46,44,46,4882
8,9,6,881
33,33,33,3587
23,27,27,2879
14,16,14,1653
42,46,46,4900
16,18,18,1956
6,9,10,1026
11,13,12,1379
31,27,29,3108
45,45,46,4908
21,23,24,2533
21,23,25,2578
42,45,41,4631
26,28,25,2885
10,9,8,1006
9,10,11,1167
24,21,24,2497
21,20,20,2221
42,38,39,4233
54,54,53,5776
35,36,34,3798
41,37,37,4082
18,19,17,1990
41,39,37,4170
28,28,27,3010
16,16,12,1598
24,26,28,2897
42,44,42,4632
5,3,2,385
50,51,51,5484
22,23,22,2460
37,34,33,3700
43,43,44,4695
28,26,28,2967
41,41,40,4393
22,25,25,2684
7,8,6,820
6,7,8,848
8,11,8,1059
53,50,51,5492
34,31,31,3426
49,48,48,5200
5,2,3,386
24,25,27,2808
38,37,36,3985
46,45,47,4971
47,50,46,5163
48,50,49,5315
19,16,16,1830
43,43,43,4650
6,8,5,757
14,17,16,1787
51,54,52,5679
31,34,31,3506
15,17,15,1760
33,32,32,3498
12,13,14,1487
7,6,9,867
26,29,25,2929
34,36,36,3871
4,2,3,368
28,32,28,3231
20,23,21,2381
4,6,5,635
15,17,16,1805
47,43,46,4855
53,51,55,5716
37,38,37,4056
30,32,29,3311
33,30,31,3365
47,47,46,5031
42,38,38,4188
41,44,42,4615
44,44,42,4667
11,9,11,1158
24,23,25,2630
34,36,36,3871
43,44,42,4650
5,3,6,565
14,15,14,1609
49,50,48,5288
8,10,7,970
9,12,10,1211
21,20,21,2266
53,51,55,5716
32,30,32,3392
3,3,4,440
20,22,21,2337
48,50,49,5315
41,45,42,4659
48,48,47,5137
20,22,24,2472
54,52,53,5688
17,13,16,1663
23,23,26,2658
26,24,23,2619
13,17,17,1815
37,38,36,4011
51,47,47,5145
9,7,7,855
55,51,54,5706
53,52,50,5535
14,13,13,1476
26,25,27,2843
34,36,34,3781
40,42,41,4464
49,51,49,5377
4,5,6,636
37,38,41,4236
37,34,35,3790
51,54,51,5634
30,32,32,3446
44,47,45,4934
15,18,17,1894
16,15,15,1689
18,15,15,1724
42,44,43,4677
5,7,6,741
48,51,50,5405
33,34,32,3586
13,11,14,1416
20,24,21,2425
31,33,32,3507
15,14,14,1583
16,17,16,1822
18,16,15,1768
32,32,33,3525
6,8,5,757
30,31,33,3447
7,4,8,733
19,17,16,1874
33,33,31,3497
28,30,31,3278
38,35,38,3986
9,6,6,766
47,47,44,4941
34,36,32,3691
50,52,52,5573
28,28,28,3055
41,42,42,4527
8,10,7,970
21,18,21,2178
9,7,8,900
4,6,6,680
37,33,37,3836
29,30,28,3160
31,34,33,3596
8,11,7,1014
40,41,40,4375
5,6,7,742
25,21,21,2379
21,17,20,2089
51,49,49,5323
53,50,53,5582
15,14,15,1628
21,25,25,2666
52,50,50,5430
21,23,21,2398
36,36,35,3861
11,11,11,1246
47,49,45,5074
12,15,12,1485
47,47,50,5211
15,16,18,1851
31,28,28,3107
16,17,15,1777
51,48,52,5414
5,5,5,608
18,20,18,2079
31,29,30,3241
18,16,19,1948
39,43,40,4446
23,26,22,2610
39,39,41,4315
26,25,23,2663
46,44,48,4972
46,45,42,4746
23,24,25,2657
26,24,26,2754
38,36,38,4030
14,16,17,1788
28,29,29,3144
51,53,50,5545
18,19,19,2080
19,18,18,2008
16,17,16,1822
35,33,34,3666
37,34,38,3925
14,14,13,1520
40,37,38,4109
25,26,28,2915
8,9,10,1061
31,31,33,3464
46,46,49,5105
33,35,35,3765
47,47,46,5031
16,19,17,1955
22,22,22,2416
47,47,43,4896
54,54,52,5731
24,27,28,2941
26,25,23,2663
23,20,24,2436
20,20,20,2204
38,40,36,4117
35,33,34,3666
33,35,35,3765
6,3,5,537
22,22,23,2461
48,52,49,5404
40,39,42,4377
41,43,44,4661
21,21,22,2355
47,48,45,5030
34,38,34,3869
25,28,24,2823
15,15,14,1627
41,42,39,4392
55,51,54,5706
53,52,55,5760
16,12,12,1422
30,29,29,3178
20,20,24,2384
42,42,45,4679
38,37,41,4209
13,12,12,1370
30,31,30,3312
47,50,47,5208
8,9,9,1016
7,5,7,733
41,40,43,4484
37,35,37,3924
52,53,50,5562
24,23,22,2495
52,51,53,5609
17,17,18,1929
45,46,45,4907
49,49,49,5289
40,44,41,4553
3,4,6,574
20,20,20,2204
16,17,16,1822
11,11,8,1111
46,48,49,5193
50,49,51,5396
27,25,28,2905
54,51,50,5509
15,16,15,1716
16,16,14,1688
44,42,42,4579
51,49,51,5413
55,53,52,5704
21,19,20,2177
17,16,18,1885
21,22,20,2309
38,36,34,3851
52,54,55,5831
11,13,10,1289
7,7,4,686
4,4,2,412
41,42,43,4572
32,31,32,3436
47,49,47,5164
51,51,51,5502
41,40,43,4484
28,26,26,2877
16,17,17,1867
23,25,22,2566
31,33,33,3552
26,22,22,2486
8,8,7,882
14,14,14,1565
38,38,38,4119
46,45,44,4836
37,40,37,4144
12,13,12,1397
2,6,3,510
17,20,19,2107
14,18,18,1921
28,29,27,3054
43,46,45,4873
8,10,8,1015
15,18,17,1894
11,12,12,1335
28,31,30,3277
51,51,51,5502
17,18,16,1884
13,11,14,1416
34,32,35,3650
14,11,12,1343
27,23,27,2772
16,18,17,1911
46,44,45,4837
10,11,10,1184
9,8,10,1034
50,49,49,5306
30,29,29,3178
2,3,5,468
7,7,6,776
28,27,28,3011
49,49,47,5199
32,28,28,3124
24,22,22,2451
41,44,42,4615
36,33,34,3684
37,38,37,4056
50,51,48,5349
29,26,25,2849
4,6,6,680
16,16,14,1688
5,8,4,695
12,11,12,1309
4,5,6,636
27,28,28,3037
15,14,14,1583
27,28,24,2857
15,15,12,1537
12,12,11,1308
7,11,9,1087
23,21,22,2390
37,38,38,4101
10,11,9,1139
6,5,6,670
23,25,25,2701
14,14,12,1475
42,41,40,4410
18,20,21,2214
27,24,24,2681
39,40,36,4134
43,45,45,4829
22,22,24,2506
34,35,31,3602
25,25,26,2781
20,18,19,2071
24,22,21,2406
29,32,29,3293
40,41,39,4330
52,54,55,5831
13,9,12,1238
30,32,32,3446
46,43,43,4703
34,34,34,3693
28,26,28,2967
51,50,48,5323
3,5,5,573
46,45,48,5016
24,21,25,2542
40,44,40,4508
33,34,34,3676
47,51,51,5432
41,40,43,4484
2,2,3,334
20,22,20,2292
30,30,32,3357
48,47,50,5228
5,6,4,607
17,18,17,1929
21,21,17,2130
31,30,31,3330
27,24,25,2726
20,20,20,2204
24,22,23,2496
52,51,51,5519
32,33,35,3659
2,6,2,465
7,5,5,643
40,42,38,4329
48,46,48,5094
46,44,45,4837
5,5,8,743
12,11,14,1398
20,16,20,2027
49,47,49,5201
10,11,10,1184
34,36,34,3781
8,6,7,794
44,42,42,4579
26,27,26,2886
22,21,21,2327
33,33,30,3452
26,23,24,2620
47,48,45,5030
6,9,9,981
49,52,50,5466
10,12,9,1183
7,4,4,554
10,13,12,1362
17,15,18,1841
18,20,20,2169
48,49,50,5316
29,31,29,3249
43,41,43,4562
41,40,39,4304
17,20,19,2107
35,36,35,3843
42,41,38,4320
37,37,37,4012
22,20,21,2283
38,35,35,3851
38,38,40,4209
11,14,11,1378
53,54,54,5803
28,24,27,2834
15,17,14,1715
46,48,49,5193
25,28,28,3003
29,30,29,3205
32,32,32,3480
50,49,49,5306
30,31,28,3222
16,18,16,1866
11,9,9,1068
24,24,26,2719
48,50,49,5315
40,40,41,4376
16,17,17,1867
9,8,8,944
55,55,52,5792
45,42,42,4596
33,35,35,3765
48,47,46,5048
26,27,27,2931
41,39,41,4350
47,48,48,5165
23,26,25,2745
20,19,21,2205
47,46,47,5032
26,25,25,2753
7,8,5,775
7,7,6,776
10,9,9,1051
12,10,10,1174
12,14,12,1441
22,23,23,2505
27,30,27,3080
35,36,38,3978
14,11,10,1253
35,37,36,3932
36,35,37,3907
21,19,20,2177
52,52,49,5473
30,27,28,3045
6,5,5,625
30,29,33,3358
27,23,24,2637
52,53,51,5607
14,13,17,1656
46,45,49,5061
23,23,25,2613
34,36,34,3781
26,22,26,2666
15,13,11,1404
42,46,45,4855
53,53,51,5624
48,50,48,5271
39,39,38,4180
5,6,7,742
41,38,38,4171
17,15,16,1751
5,4,8,699
14,17,18,1877
15,16,16,1761
46,44,43,4747
37,41,40,4323
23,24,23,2567
17,21,18,2106
22,23,22,2460
18,19,17,1990
39,40,39,4269
9,8,7,899
17,16,15,1750
30,30,30,3267
34,35,33,3692
16,17,13,1687
14,13,14,1521
29,28,27,3027
48,46,47,5049
53,52,53,5670
46,43,47,4882
47,48,48,5165
40,42,40,4419
26,29,29,3109
44,41,44,4625
55,51,53,5661
46,48,48,5148
43,41,42,4517
34,35,32,3647
29,28,28,3072
31,32,30,3373
35,35,34,3754
33,33,30,3452
46,47,49,5149
11,8,11,1114
41,39,41,4350
23,23,21,2433
27,29,30,3171
54,53,54,5777
20,23,23,2471
29,29,28,3116
30,31,32,3402
7,11,8,1042
24,28,24,2805
9,13,10,1255
39,39,40,4270
29,29,32,3296
10,10,14,1320
40,41,42,4465
37,37,34,3877
15,16,19,1896
53,51,55,5716
14,15,18,1789
39,36,38,4048
30,34,32,3534
34,32,36,3695
5,7,3,606
52,53,50,5562
51,49,51,5413
8,9,9,1016
29,31,29,3249
31,35,31,3550
27,25,27,2860
24,25,28,2853
17,17,14,1750
43,41,45,4652
32,33,31,3479
41,41,44,4573
31,32,29,3328
22,20,18,2148
23,27,26,2834
49,50,48,5288
37,37,35,3922
17,13,17,1708
40,42,42,4509
11,11,12,1291
17,17,16,1840
29,31,31,3339
18,22,21,2302
21,21,23,2400
52,54,52,5696
23,27,24,2744
25,22,26,2648
12,14,10,1351
10,7,9,963
17,18,19,2019
32,28,32,3304
31,32,29,3328
31,28,31,3242
35,34,35,3755
45,45,48,4998
43,42,40,4471
41,42,41,4482
12,14,15,1576
41,39,39,4260
40,40,37,4196
16,15,17,1779
42,40,39,4321
13,14,10,1368
13,16,17,1771
33,34,33,3631
25,23,23,2557
49,49,47,5199
7,6,7,777
5,7,4,651
50,47,50,5263
10,10,8,1050
31,34,30,3461
45,45,45,4863
15,13,16,1629
50,47,49,5218
47,50,50,5343
40,40,38,4241
30,32,32,3446
19,16,19,1965
42,41,41,4455
50,49,52,5441
34,33,31,3514
8,5,7,750
38,36,38,4030
28,28,28,3055
37,36,34,3833
5,7,3,606
39,39,35,4045
47,45,46,4943
33,34,30,3496
28,28,30,3145
7,4,4,554
23,20,23,2391
19,20,18,2096
21,25,22,2531
22,22,22,2416
14,13,10,1341
38,42,39,4340
14,13,17,1656
52,52,48,5428
20,17,20,2072
50,47,50,5263
23,20,22,2346
19,19,20,2142
31,30,30,3285
29,28,28,3072
10,9,12,1186
20,21,18,2158
33,35,33,3675
50,49,48,5261
53,52,53,5670
19,19,18,2052
14,14,14,1565
23,23,24,2568
18,16,17,1858
17,21,21,2241
40,43,42,4553
26,25,22,2618
10,11,13,1319
33,33,30,3452
43,46,44,4828
9,9,9,1033
27,30,27,3080
9,13,13,1390
31,29,31,3286
44,45,42,4711
46,47,44,4924
50,50,48,5305
54,54,51,5686
14,13,16,1611
48,47,47,5093
28,28,30,3145
26,29,28,3064
8,7,9,928
20,24,24,2560
14,10,13,1344
38,38,37,4074
37,33,37,3836
10,10,9,1095
41,42,43,4572
43,43,43,4650
54,51,54,5689
32,32,31,3435
21,21,21,2310
18,19,18,2035
3,2,5,441
52,54,51,5651
51,48,51,5369
25,23,24,2602
35,35,34,3754
42,42,42,4544
11,11,12,1291
35,34,36,3800
2,6,2,465
13,12,13,1415
27,26,30,3039
43,46,44,4828
10,8,11,1097
30,29,29,3178
36,39,40,4218
25,23,26,2692
50,51,52,5529
54,52,52,5643
36,36,35,3861
35,38,35,3932
52,52,53,5653
14,16,12,1563
14,13,12,1431
36,37,37,3995
30,32,29,3311
19,17,17,1919
8,8,7,882
14,12,14,1477
43,46,42,4738
26,27,27,2931
29,33,31,3427
39,39,38,4180
7,9,8,954
18,17,20,2037
53,50,52,5537
9,6,6,766
11,10,9,1112
3,6,3,527
5,8,6,785
5,8,5,740
15,16,16,1761
8,7,7,838
30,31,31,3357
15,15,12,1537
14,15,15,1654
20,21,23,2383
9,9,10,1078
49,52,49,5421
39,39,39,4225
2,4,5,512
15,18,16,1849
34,32,34,3605
30,30,32,3357
24,22,20,2361
42,41,41,4455
10,10,14,1320
11,11,7,1066
46,45,48,5016
11,15,15,1602
52,48,48,5252
32,31,32,3436
19,20,21,2231
8,9,9,1016
18,20,20,2169
51,49,51,5413
24,23,22,2495
42,44,43,4677
45,49,49,5219
22,22,20,2326
19,23,20,2318
27,27,31,3128
23,22,21,2389
29,28,27,3027
23,24,20,2432
46,49,48,5192
34,35,32,3647
52,51,50,5474
14,14,15,1610
45,45,42,4728
50,46,48,5129
34,33,32,3559
41,39,40,4305
10,12,12,1318
13,14,13,1503
25,24,23,2602
13,14,15,1593
46,46,46,4970
29,33,31,3427
50,51,51,5484
8,8,7,882
18,17,14,1767
5,7,4,651
7,8,6,820
36,35,37,3907
51,49,48,5279
39,41,40,4358
44,47,43,4844
43,43,40,4516
28,31,29,3232
45,47,47,5041
16,14,17,1735
4,8,4,678
33,34,31,3541
39,42,43,4537
15,13,14,1539
17,14,14,1617
28,26,27,2922
34,35,32,3647
26,29,26,2974
31,28,28,3107
15,17,18,1895
24,26,24,2717
17,19,18,2017
4,6,3,544
29,33,29,3337
8,7,10,973
31,31,33,3464
20,19,18,2069
27,27,28,2993
22,22,22,2416
15,18,19,1984
7,8,6,819
27,26,27,2904
14,17,17,1832
16,13,16,1646
23,25,22,2566
22,21,21,2327
10,10,11,1184
22,24,25,2640
28,27,27,2966
8,10,9,1060
21,21,22,2355
18,16,18,1903
31,31,29,3284
15,13,11,1403
17,14,14,1617
12,12,13,1397
15,17,14,1715
23,23,21,2433
29,28,29,3117
23,23,23,2523
9,12,11,1255
15,13,12,1448
22,19,20,2194
22,21,24,2462
6,4,5,581
24,25,22,2583
28,25,28,2923
11,7,10,1025
29,30,31,3295
28,29,28,3099
21,22,22,2399
11,12,13,1380
22,25,22,2549
2,4,6,556
32,34,34,3659
18,15,16,1769
6,9,7,891
28,26,30,3057
20,19,18,2069
15,15,14,1626
16,17,18,1912
20,18,17,1980
24,24,25,2674
5,6,6,696
24,23,25,2630
23,23,21,2433
7,8,7,864
32,31,32,3436
16,13,12,1466
3,3,5,485
23,24,25,2657
7,7,5,730
27,26,24,2769
32,32,28,3300
10,10,9,1094
23,24,24,2612
29,29,29,3161
28,29,32,3279
35,35,31,3620
4,3,2,367
15,14,14,1582
16,14,16,1690
11,11,11,1246
3,4,6,574
32,35,34,3703
18,20,22,2259
20,21,21,2293
14,12,13,1432
13,14,11,1413
17,19,19,2062
26,26,24,2752
23,26,22,2610
6,3,5,537
28,28,31,3190
12,12,12,1352
22,21,21,2327
6,4,7,671
14,14,15,1610
22,22,18,2236
32,31,28,3256
8,7,7,838
27,27,24,2813
10,9,8,1005
15,17,16,1805
18,19,18,2035
18,22,18,2167
25,26,25,2780
24,25,26,2763
6,6,5,669
19,20,19,2141
31,30,33,3420
30,27,30,3136
17,20,21,2197
13,13,16,1594
33,30,31,3365
10,9,10,1095
16,14,15,1645
23,25,26,2746
7,6,7,776
27,27,25,2858
26,27,29,3021
33,34,34,3676
19,19,22,2232
33,31,32,3454
14,15,16,1699
8,8,8,927
5,2,5,475
29,32,32,3428
18,20,21,2214
31,31,29,3284
27,26,26,2859
4,6,8,769
27,26,27,2904
30,29,28,3134
23,23,23,2523
25,26,26,2825
6,5,4,580
22,24,22,2504
27,24,26,2771
5,8,8,875
6,6,4,624
20,21,18,2158
23,20,23,2391
19,20,18,2096
20,21,24,2428
20,19,18,2069
7,7,10,955
27,28,29,3083
32,30,31,3347
33,32,31,3453
17,17,14,1749
35,31,32,3488
12,13,15,1531
19,15,18,1876
5,3,4,474
8,7,8,883
24,26,23,2672
25,24,23,2602
8,4,5,615
33,34,35,3721
33,29,31,3321
20,18,21,2160
4,6,5,634
9,9,10,1078
13,12,10,1280
8,8,10,1017
6,5,5,625
11,10,8,1067
6,4,4,536
6,6,4,624
4,4,5,546
20,20,18,2114
7,6,7,776
25,21,21,2379
26,28,30,3110
9,5,6,722
9,10,11,1167
11,15,14,1557
18,18,15,1856
29,28,30,3162
18,15,15,1724
26,26,28,2932
19,22,20,2274
